SalesOrderNumber;DueDate;ShipDate;OnlineOrderFlag;CustomerID;SalesPersonID;SubTotal;TaxAmt;Freight;TotalDue
SO47467;2012-08-13 00:00:00.000;2012-08-08 00:00:00.000;1;13446;NULL;2181,5625;174,525;54,5391;2410,6266
SO47468;2012-08-13 00:00:00.000;2012-08-08 00:00:00.000;1;26152;NULL;782,99;62,6392;19,5748;865,204
SO47469;2012-08-14 00:00:00.000;2012-08-09 00:00:00.000;1;19301;NULL;1000,4375;80,035;25,0109;1105,4834
SO47470;2012-08-14 00:00:00.000;2012-08-09 00:00:00.000;1;28685;NULL;2049,0982;163,9279;51,2275;2264,2536
SO47471;2012-08-14 00:00:00.000;2012-08-09 00:00:00.000;1;14539;NULL;2443,35;195,468;61,0838;2699,9018
SO47472;2012-08-14 00:00:00.000;2012-08-09 00:00:00.000;1;13438;NULL;2181,5625;174,525;54,5391;2410,6266
SO47473;2012-08-14 00:00:00.000;2012-08-09 00:00:00.000;1;21875;NULL;2443,35;195,468;61,0838;2699,9018
SO47474;2012-08-14 00:00:00.000;2012-08-09 00:00:00.000;1;21893;NULL;2181,5625;174,525;54,5391;2410,6266
SO47475;2012-08-14 00:00:00.000;2012-08-09 00:00:00.000;1;21945;NULL;2443,35;195,468;61,0838;2699,9018
SO47476;2012-08-14 00:00:00.000;2012-08-09 00:00:00.000;1;12693;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47477;2012-08-15 00:00:00.000;2012-08-10 00:00:00.000;1;28560;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47478;2012-08-15 00:00:00.000;2012-08-10 00:00:00.000;1;20811;NULL;782,99;62,6392;19,5748;865,204
SO47479;2012-08-15 00:00:00.000;2012-08-10 00:00:00.000;1;20832;NULL;782,99;62,6392;19,5748;865,204
SO47480;2012-08-15 00:00:00.000;2012-08-10 00:00:00.000;1;21568;NULL;2181,5625;174,525;54,5391;2410,6266
SO47481;2012-08-15 00:00:00.000;2012-08-10 00:00:00.000;1;21899;NULL;2181,5625;174,525;54,5391;2410,6266
SO47482;2012-08-15 00:00:00.000;2012-08-10 00:00:00.000;1;21948;NULL;2443,35;195,468;61,0838;2699,9018
SO47483;2012-08-16 00:00:00.000;2012-08-11 00:00:00.000;1;14424;NULL;2181,5625;174,525;54,5391;2410,6266
SO47484;2012-08-16 00:00:00.000;2012-08-11 00:00:00.000;1;16452;NULL;2181,5625;174,525;54,5391;2410,6266
SO47485;2012-08-16 00:00:00.000;2012-08-11 00:00:00.000;1;14524;NULL;2181,5625;174,525;54,5391;2410,6266
SO47486;2012-08-16 00:00:00.000;2012-08-11 00:00:00.000;1;14538;NULL;2181,5625;174,525;54,5391;2410,6266
SO47487;2012-08-17 00:00:00.000;2012-08-12 00:00:00.000;1;16427;NULL;2181,5625;174,525;54,5391;2410,6266
SO47488;2012-08-17 00:00:00.000;2012-08-12 00:00:00.000;1;13426;NULL;2181,5625;174,525;54,5391;2410,6266
SO47489;2012-08-17 00:00:00.000;2012-08-12 00:00:00.000;1;21888;NULL;2443,35;195,468;61,0838;2699,9018
SO47490;2012-08-17 00:00:00.000;2012-08-12 00:00:00.000;1;21895;NULL;2181,5625;174,525;54,5391;2410,6266
SO47491;2012-08-18 00:00:00.000;2012-08-13 00:00:00.000;1;15932;NULL;2443,35;195,468;61,0838;2699,9018
SO47492;2012-08-18 00:00:00.000;2012-08-13 00:00:00.000;1;19181;NULL;782,99;62,6392;19,5748;865,204
SO47493;2012-08-19 00:00:00.000;2012-08-14 00:00:00.000;1;28569;NULL;2049,0982;163,9279;51,2275;2264,2536
SO47494;2012-08-19 00:00:00.000;2012-08-14 00:00:00.000;1;15927;NULL;2181,5625;174,525;54,5391;2410,6266
SO47495;2012-08-19 00:00:00.000;2012-08-14 00:00:00.000;1;16196;NULL;2443,35;195,468;61,0838;2699,9018
SO47496;2012-08-19 00:00:00.000;2012-08-14 00:00:00.000;1;16470;NULL;2181,5625;174,525;54,5391;2410,6266
SO47497;2012-08-19 00:00:00.000;2012-08-14 00:00:00.000;1;14170;NULL;2443,35;195,468;61,0838;2699,9018
SO47498;2012-08-19 00:00:00.000;2012-08-14 00:00:00.000;1;27071;NULL;782,99;62,6392;19,5748;865,204
SO47499;2012-08-19 00:00:00.000;2012-08-14 00:00:00.000;1;21572;NULL;2181,5625;174,525;54,5391;2410,6266
SO47500;2012-08-19 00:00:00.000;2012-08-14 00:00:00.000;1;21951;NULL;2443,35;195,468;61,0838;2699,9018
SO47501;2012-08-19 00:00:00.000;2012-08-14 00:00:00.000;1;12214;NULL;2049,0982;163,9279;51,2275;2264,2536
SO47502;2012-08-20 00:00:00.000;2012-08-15 00:00:00.000;1;19278;NULL;1000,4375;80,035;25,0109;1105,4834
SO47503;2012-08-20 00:00:00.000;2012-08-15 00:00:00.000;1;19299;NULL;1000,4375;80,035;25,0109;1105,4834
SO47504;2012-08-20 00:00:00.000;2012-08-15 00:00:00.000;1;11605;NULL;2049,0982;163,9279;51,2275;2264,2536
SO47505;2012-08-20 00:00:00.000;2012-08-15 00:00:00.000;1;26307;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47506;2012-08-20 00:00:00.000;2012-08-15 00:00:00.000;1;26324;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47507;2012-08-20 00:00:00.000;2012-08-15 00:00:00.000;1;15311;NULL;782,99;62,6392;19,5748;865,204
SO47508;2012-08-20 00:00:00.000;2012-08-15 00:00:00.000;1;21892;NULL;2443,35;195,468;61,0838;2699,9018
SO47509;2012-08-20 00:00:00.000;2012-08-15 00:00:00.000;1;21957;NULL;2443,35;195,468;61,0838;2699,9018
SO47510;2012-08-20 00:00:00.000;2012-08-15 00:00:00.000;1;12688;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47511;2012-08-21 00:00:00.000;2012-08-16 00:00:00.000;1;14200;NULL;2181,5625;174,525;54,5391;2410,6266
SO47512;2012-08-21 00:00:00.000;2012-08-16 00:00:00.000;1;16446;NULL;2181,5625;174,525;54,5391;2410,6266
SO47513;2012-08-21 00:00:00.000;2012-08-16 00:00:00.000;1;15675;NULL;2443,35;195,468;61,0838;2699,9018
SO47514;2012-08-21 00:00:00.000;2012-08-16 00:00:00.000;1;15684;NULL;2181,5625;174,525;54,5391;2410,6266
SO47515;2012-08-21 00:00:00.000;2012-08-16 00:00:00.000;1;26308;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47516;2012-08-21 00:00:00.000;2012-08-16 00:00:00.000;1;26309;NULL;2049,0982;163,9279;51,2275;2264,2536
SO47517;2012-08-21 00:00:00.000;2012-08-16 00:00:00.000;1;15308;NULL;782,99;62,6392;19,5748;865,204
SO47518;2012-08-21 00:00:00.000;2012-08-16 00:00:00.000;1;21946;NULL;2181,5625;174,525;54,5391;2410,6266
SO47519;2012-08-21 00:00:00.000;2012-08-16 00:00:00.000;1;26153;NULL;782,99;62,6392;19,5748;865,204
SO47520;2012-08-22 00:00:00.000;2012-08-17 00:00:00.000;1;19263;NULL;1000,4375;80,035;25,0109;1105,4834
SO47521;2012-08-22 00:00:00.000;2012-08-17 00:00:00.000;1;16445;NULL;2443,35;195,468;61,0838;2699,9018
SO47522;2012-08-22 00:00:00.000;2012-08-17 00:00:00.000;1;14089;NULL;1000,4375;80,035;25,0109;1105,4834
SO47523;2012-08-22 00:00:00.000;2012-08-17 00:00:00.000;1;13443;NULL;2181,5625;174,525;54,5391;2410,6266
SO47524;2012-08-22 00:00:00.000;2012-08-17 00:00:00.000;1;21567;NULL;2443,35;195,468;61,0838;2699,9018
SO47525;2012-08-22 00:00:00.000;2012-08-17 00:00:00.000;1;21889;NULL;2181,5625;174,525;54,5391;2410,6266
SO47526;2012-08-22 00:00:00.000;2012-08-17 00:00:00.000;1;12215;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47527;2012-08-22 00:00:00.000;2012-08-17 00:00:00.000;1;28559;NULL;2049,0982;163,9279;51,2275;2264,2536
SO47528;2012-08-23 00:00:00.000;2012-08-18 00:00:00.000;1;11598;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47529;2012-08-23 00:00:00.000;2012-08-18 00:00:00.000;1;13429;NULL;2181,5625;174,525;54,5391;2410,6266
SO47530;2012-08-23 00:00:00.000;2012-08-18 00:00:00.000;1;15312;NULL;782,99;62,6392;19,5748;865,204
SO47531;2012-08-23 00:00:00.000;2012-08-18 00:00:00.000;1;15325;NULL;782,99;62,6392;19,5748;865,204
SO47532;2012-08-23 00:00:00.000;2012-08-18 00:00:00.000;1;24888;NULL;1000,4375;80,035;25,0109;1105,4834
SO47533;2012-08-23 00:00:00.000;2012-08-18 00:00:00.000;1;21886;NULL;2181,5625;174,525;54,5391;2410,6266
SO47534;2012-08-23 00:00:00.000;2012-08-18 00:00:00.000;1;26148;NULL;782,99;62,6392;19,5748;865,204
SO47535;2012-08-24 00:00:00.000;2012-08-19 00:00:00.000;1;14083;NULL;1000,4375;80,035;25,0109;1105,4834
SO47536;2012-08-24 00:00:00.000;2012-08-19 00:00:00.000;1;14088;NULL;1000,4375;80,035;25,0109;1105,4834
SO47537;2012-08-24 00:00:00.000;2012-08-19 00:00:00.000;1;13436;NULL;2181,5625;174,525;54,5391;2410,6266
SO47538;2012-08-24 00:00:00.000;2012-08-19 00:00:00.000;1;13449;NULL;2181,5625;174,525;54,5391;2410,6266
SO47539;2012-08-24 00:00:00.000;2012-08-19 00:00:00.000;1;20824;NULL;782,99;62,6392;19,5748;865,204
SO47540;2012-08-24 00:00:00.000;2012-08-19 00:00:00.000;1;26326;NULL;2049,0982;163,9279;51,2275;2264,2536
SO47541;2012-08-24 00:00:00.000;2012-08-19 00:00:00.000;1;15314;NULL;782,99;62,6392;19,5748;865,204
SO47542;2012-08-24 00:00:00.000;2012-08-19 00:00:00.000;1;21571;NULL;2181,5625;174,525;54,5391;2410,6266
SO47543;2012-08-24 00:00:00.000;2012-08-19 00:00:00.000;1;21956;NULL;2181,5625;174,525;54,5391;2410,6266
SO47544;2012-08-24 00:00:00.000;2012-08-19 00:00:00.000;1;12694;NULL;2049,0982;163,9279;51,2275;2264,2536
SO47545;2012-08-24 00:00:00.000;2012-08-19 00:00:00.000;1;28553;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47546;2012-08-25 00:00:00.000;2012-08-20 00:00:00.000;1;28683;NULL;2049,0982;163,9279;51,2275;2264,2536
SO47547;2012-08-25 00:00:00.000;2012-08-20 00:00:00.000;1;20166;NULL;782,99;62,6392;19,5748;865,204
SO47548;2012-08-25 00:00:00.000;2012-08-20 00:00:00.000;1;20834;NULL;782,99;62,6392;19,5748;865,204
SO47549;2012-08-25 00:00:00.000;2012-08-20 00:00:00.000;1;19256;NULL;782,99;62,6392;19,5748;865,204
SO47550;2012-08-25 00:00:00.000;2012-08-20 00:00:00.000;1;15290;NULL;782,99;62,6392;19,5748;865,204
SO47551;2012-08-25 00:00:00.000;2012-08-20 00:00:00.000;1;21878;NULL;2181,5625;174,525;54,5391;2410,6266
SO47552;2012-08-25 00:00:00.000;2012-08-20 00:00:00.000;1;21950;NULL;2443,35;195,468;61,0838;2699,9018
SO47553;2012-08-25 00:00:00.000;2012-08-20 00:00:00.000;1;12698;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47554;2012-08-25 00:00:00.000;2012-08-20 00:00:00.000;1;12222;NULL;2049,0982;163,9279;51,2275;2264,2536
SO47555;2012-08-25 00:00:00.000;2012-08-20 00:00:00.000;1;15674;NULL;2443,35;195,468;61,0838;2699,9018
SO47556;2012-08-26 00:00:00.000;2012-08-21 00:00:00.000;1;14701;NULL;2181,5625;174,525;54,5391;2410,6266
SO47557;2012-08-26 00:00:00.000;2012-08-21 00:00:00.000;1;13431;NULL;2181,5625;174,525;54,5391;2410,6266
SO47558;2012-08-26 00:00:00.000;2012-08-21 00:00:00.000;1;25981;NULL;2443,35;195,468;61,0838;2699,9018
SO47559;2012-08-26 00:00:00.000;2012-08-21 00:00:00.000;1;12699;NULL;2049,0982;163,9279;51,2275;2264,2536
SO47560;2012-08-27 00:00:00.000;2012-08-22 00:00:00.000;1;27053;NULL;782,99;62,6392;19,5748;865,204
SO47561;2012-08-27 00:00:00.000;2012-08-22 00:00:00.000;1;15328;NULL;782,99;62,6392;19,5748;865,204
SO47562;2012-08-27 00:00:00.000;2012-08-22 00:00:00.000;1;21944;NULL;2181,5625;174,525;54,5391;2410,6266
SO47563;2012-08-27 00:00:00.000;2012-08-22 00:00:00.000;1;21955;NULL;2443,35;195,468;61,0838;2699,9018
SO47564;2012-08-27 00:00:00.000;2012-08-22 00:00:00.000;1;12210;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47565;2012-08-28 00:00:00.000;2012-08-23 00:00:00.000;1;15697;NULL;2181,5625;174,525;54,5391;2410,6266
SO47566;2012-08-28 00:00:00.000;2012-08-23 00:00:00.000;1;24613;NULL;1000,4375;80,035;25,0109;1105,4834
SO47567;2012-08-28 00:00:00.000;2012-08-23 00:00:00.000;1;21570;NULL;2181,5625;174,525;54,5391;2410,6266
SO47568;2012-08-28 00:00:00.000;2012-08-23 00:00:00.000;1;21885;NULL;2181,5625;174,525;54,5391;2410,6266
SO47569;2012-08-28 00:00:00.000;2012-08-23 00:00:00.000;1;21959;NULL;2181,5625;174,525;54,5391;2410,6266
SO47570;2012-08-29 00:00:00.000;2012-08-24 00:00:00.000;1;28562;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47571;2012-08-29 00:00:00.000;2012-08-24 00:00:00.000;1;14185;NULL;2181,5625;174,525;54,5391;2410,6266
SO47572;2012-08-29 00:00:00.000;2012-08-24 00:00:00.000;1;29149;NULL;2443,35;195,468;61,0838;2699,9018
SO47573;2012-08-29 00:00:00.000;2012-08-24 00:00:00.000;1;13435;NULL;2443,35;195,468;61,0838;2699,9018
SO47574;2012-08-29 00:00:00.000;2012-08-24 00:00:00.000;1;20171;NULL;782,99;62,6392;19,5748;865,204
SO47575;2012-08-29 00:00:00.000;2012-08-24 00:00:00.000;1;26315;NULL;2049,0982;163,9279;51,2275;2264,2536
SO47576;2012-08-29 00:00:00.000;2012-08-24 00:00:00.000;1;21877;NULL;2181,5625;174,525;54,5391;2410,6266
SO47577;2012-08-29 00:00:00.000;2012-08-24 00:00:00.000;1;21891;NULL;2443,35;195,468;61,0838;2699,9018
SO47578;2012-08-29 00:00:00.000;2012-08-24 00:00:00.000;1;12687;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47579;2012-08-30 00:00:00.000;2012-08-25 00:00:00.000;1;16197;NULL;2181,5625;174,525;54,5391;2410,6266
SO47580;2012-08-30 00:00:00.000;2012-08-25 00:00:00.000;1;14080;NULL;1000,4375;80,035;25,0109;1105,4834
SO47581;2012-08-30 00:00:00.000;2012-08-25 00:00:00.000;1;29152;NULL;2181,5625;174,525;54,5391;2410,6266
SO47582;2012-08-30 00:00:00.000;2012-08-25 00:00:00.000;1;13433;NULL;2181,5625;174,525;54,5391;2410,6266
SO47583;2012-08-30 00:00:00.000;2012-08-25 00:00:00.000;1;13442;NULL;2181,5625;174,525;54,5391;2410,6266
SO47584;2012-08-30 00:00:00.000;2012-08-25 00:00:00.000;1;19194;NULL;782,99;62,6392;19,5748;865,204
SO47585;2012-08-30 00:00:00.000;2012-08-25 00:00:00.000;1;15320;NULL;782,99;62,6392;19,5748;865,204
SO47586;2012-08-30 00:00:00.000;2012-08-25 00:00:00.000;1;15322;NULL;782,99;62,6392;19,5748;865,204
SO47587;2012-08-30 00:00:00.000;2012-08-25 00:00:00.000;1;21874;NULL;2181,5625;174,525;54,5391;2410,6266
SO47588;2012-08-31 00:00:00.000;2012-08-26 00:00:00.000;1;16428;NULL;2181,5625;174,525;54,5391;2410,6266
SO47589;2012-08-31 00:00:00.000;2012-08-26 00:00:00.000;1;14036;NULL;1000,4375;80,035;25,0109;1105,4834
SO47590;2012-08-31 00:00:00.000;2012-08-26 00:00:00.000;1;26312;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47591;2012-08-31 00:00:00.000;2012-08-26 00:00:00.000;1;26313;NULL;2049,0982;163,9279;51,2275;2264,2536
SO47592;2012-08-31 00:00:00.000;2012-08-26 00:00:00.000;1;24614;NULL;1000,4375;80,035;25,0109;1105,4834
SO47593;2012-08-31 00:00:00.000;2012-08-26 00:00:00.000;1;26135;NULL;782,99;62,6392;19,5748;865,204
SO47594;2012-08-31 00:00:00.000;2012-08-26 00:00:00.000;1;26154;NULL;782,99;62,6392;19,5748;865,204
SO47595;2012-09-01 00:00:00.000;2012-08-27 00:00:00.000;1;14186;NULL;2443,35;195,468;61,0838;2699,9018
SO47596;2012-09-01 00:00:00.000;2012-08-27 00:00:00.000;1;16199;NULL;2181,5625;174,525;54,5391;2410,6266
SO47597;2012-09-01 00:00:00.000;2012-08-27 00:00:00.000;1;25971;NULL;2181,5625;174,525;54,5391;2410,6266
SO47598;2012-09-01 00:00:00.000;2012-08-27 00:00:00.000;1;26306;NULL;2049,0982;163,9279;51,2275;2264,2536
SO47599;2012-09-01 00:00:00.000;2012-08-27 00:00:00.000;1;26327;NULL;2049,0982;163,9279;51,2275;2264,2536
SO47600;2012-09-02 00:00:00.000;2012-08-28 00:00:00.000;1;17188;NULL;1000,4375;80,035;25,0109;1105,4834
SO47601;2012-09-02 00:00:00.000;2012-08-28 00:00:00.000;1;14192;NULL;2181,5625;174,525;54,5391;2410,6266
SO47602;2012-09-02 00:00:00.000;2012-08-28 00:00:00.000;1;19174;NULL;782,99;62,6392;19,5748;865,204
SO47603;2012-09-02 00:00:00.000;2012-08-28 00:00:00.000;1;21562;NULL;2181,5625;174,525;54,5391;2410,6266
SO47604;2012-09-02 00:00:00.000;2012-08-28 00:00:00.000;1;21876;NULL;2181,5625;174,525;54,5391;2410,6266
SO47605;2012-09-03 00:00:00.000;2012-08-29 00:00:00.000;1;17187;NULL;1000,4375;80,035;25,0109;1105,4834
SO47606;2012-09-03 00:00:00.000;2012-08-29 00:00:00.000;1;15928;NULL;2181,5625;174,525;54,5391;2410,6266
SO47607;2012-09-03 00:00:00.000;2012-08-29 00:00:00.000;1;14081;NULL;1000,4375;80,035;25,0109;1105,4834
SO47608;2012-09-03 00:00:00.000;2012-08-29 00:00:00.000;1;26322;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47609;2012-09-03 00:00:00.000;2012-08-29 00:00:00.000;1;15309;NULL;782,99;62,6392;19,5748;865,204
SO47610;2012-09-03 00:00:00.000;2012-08-29 00:00:00.000;1;27075;NULL;782,99;62,6392;19,5748;865,204
SO47611;2012-09-03 00:00:00.000;2012-08-29 00:00:00.000;1;26140;NULL;782,99;62,6392;19,5748;865,204
SO47612;2012-09-04 00:00:00.000;2012-08-30 00:00:00.000;1;16465;NULL;2443,35;195,468;61,0838;2699,9018
SO47613;2012-09-04 00:00:00.000;2012-08-30 00:00:00.000;1;14037;NULL;1000,4375;80,035;25,0109;1105,4834
SO47614;2012-09-04 00:00:00.000;2012-08-30 00:00:00.000;1;15302;NULL;782,99;62,6392;19,5748;865,204
SO47615;2012-09-04 00:00:00.000;2012-08-30 00:00:00.000;1;15329;NULL;782,99;62,6392;19,5748;865,204
SO47616;2012-09-04 00:00:00.000;2012-08-30 00:00:00.000;1;21873;NULL;2181,5625;174,525;54,5391;2410,6266
SO47617;2012-09-04 00:00:00.000;2012-08-30 00:00:00.000;1;21943;NULL;2181,5625;174,525;54,5391;2410,6266
SO47618;2012-09-04 00:00:00.000;2012-08-30 00:00:00.000;1;21947;NULL;2181,5625;174,525;54,5391;2410,6266
SO47619;2012-09-04 00:00:00.000;2012-08-30 00:00:00.000;1;12689;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47620;2012-09-04 00:00:00.000;2012-08-30 00:00:00.000;1;12239;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47621;2012-09-05 00:00:00.000;2012-08-31 00:00:00.000;1;14044;NULL;1000,4375;80,035;25,0109;1105,4834
SO47622;2012-09-05 00:00:00.000;2012-08-31 00:00:00.000;1;20837;NULL;782,99;62,6392;19,5748;865,204
SO47623;2012-09-05 00:00:00.000;2012-08-31 00:00:00.000;1;21569;NULL;2443,35;195,468;61,0838;2699,9018
SO47624;2012-09-05 00:00:00.000;2012-08-31 00:00:00.000;1;21949;NULL;2181,5625;174,525;54,5391;2410,6266
SO47625;2012-09-05 00:00:00.000;2012-08-31 00:00:00.000;1;21958;NULL;2181,5625;174,525;54,5391;2410,6266
SO47626;2012-09-05 00:00:00.000;2012-08-31 00:00:00.000;1;26150;NULL;782,99;62,6392;19,5748;865,204
SO47627;2012-09-06 00:00:00.000;2012-09-01 00:00:00.000;1;16444;NULL;2443,35;195,468;61,0838;2699,9018
SO47628;2012-09-06 00:00:00.000;2012-09-01 00:00:00.000;1;16509;NULL;2443,35;195,468;61,0838;2699,9018
SO47629;2012-09-06 00:00:00.000;2012-09-01 00:00:00.000;1;15685;NULL;2443,35;195,468;61,0838;2699,9018
SO47630;2012-09-06 00:00:00.000;2012-09-01 00:00:00.000;1;26311;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47631;2012-09-06 00:00:00.000;2012-09-01 00:00:00.000;1;26325;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47632;2012-09-06 00:00:00.000;2012-09-01 00:00:00.000;1;27060;NULL;782,99;62,6392;19,5748;865,204
SO47633;2012-09-06 00:00:00.000;2012-09-01 00:00:00.000;1;21894;NULL;2181,5625;174,525;54,5391;2410,6266
SO47634;2012-09-06 00:00:00.000;2012-09-01 00:00:00.000;1;11570;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47635;2012-09-06 00:00:00.000;2012-09-01 00:00:00.000;1;12216;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47636;2012-09-06 00:00:00.000;2012-09-01 00:00:00.000;1;26142;NULL;782,99;62,6392;19,5748;865,204
SO47637;2012-09-07 00:00:00.000;2012-09-02 00:00:00.000;1;13447;NULL;2181,5625;174,525;54,5391;2410,6266
SO47638;2012-09-07 00:00:00.000;2012-09-02 00:00:00.000;1;26319;NULL;2049,0982;163,9279;51,2275;2264,2536
SO47639;2012-09-07 00:00:00.000;2012-09-02 00:00:00.000;1;15321;NULL;782,99;62,6392;19,5748;865,204
SO47640;2012-09-08 00:00:00.000;2012-09-03 00:00:00.000;1;26317;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47641;2012-09-08 00:00:00.000;2012-09-03 00:00:00.000;1;27062;NULL;782,99;62,6392;19,5748;865,204
SO47642;2012-09-09 00:00:00.000;2012-09-04 00:00:00.000;1;17109;NULL;1000,4375;80,035;25,0109;1105,4834
SO47643;2012-09-09 00:00:00.000;2012-09-04 00:00:00.000;1;19290;NULL;1000,4375;80,035;25,0109;1105,4834
SO47644;2012-09-09 00:00:00.000;2012-09-04 00:00:00.000;1;15693;NULL;2181,5625;174,525;54,5391;2410,6266
SO47645;2012-09-09 00:00:00.000;2012-09-04 00:00:00.000;1;14555;NULL;2181,5625;174,525;54,5391;2410,6266
SO47646;2012-09-09 00:00:00.000;2012-09-04 00:00:00.000;1;20373;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47647;2012-09-09 00:00:00.000;2012-09-04 00:00:00.000;1;21897;NULL;2443,35;195,468;61,0838;2699,9018
SO47648;2012-09-09 00:00:00.000;2012-09-04 00:00:00.000;1;12263;NULL;2071,4196;165,7136;51,7855;2288,9187
SO47649;2012-09-10 00:00:00.000;2012-09-05 00:00:00.000;1;16447;NULL;2181,5625;174,525;54,5391;2410,6266
SO47650;2012-09-10 00:00:00.000;2012-09-05 00:00:00.000;1;16512;NULL;2443,35;195,468;61,0838;2699,9018
SO47651;2012-09-10 00:00:00.000;2012-09-05 00:00:00.000;1;25911;NULL;2181,5625;174,525;54,5391;2410,6266
SO47652;2012-09-10 00:00:00.000;2012-09-05 00:00:00.000;1;20825;NULL;782,99;62,6392;19,5748;865,204
SO47653;2012-09-10 00:00:00.000;2012-09-05 00:00:00.000;1;20163;NULL;782,99;62,6392;19,5748;865,204
SO47654;2012-09-10 00:00:00.000;2012-09-05 00:00:00.000;1;24615;NULL;1000,4375;80,035;25,0109;1105,4834
SO47655;2012-09-10 00:00:00.000;2012-09-05 00:00:00.000;1;24889;NULL;1000,4375;80,035;25,0109;1105,4834
SO47656;2012-09-10 00:00:00.000;2012-09-05 00:00:00.000;1;21882;NULL;2443,35;195,468;61,0838;2699,9018
SO47657;2012-09-10 00:00:00.000;2012-09-05 00:00:00.000;1;26138;NULL;782,99;62,6392;19,5748;865,204
SO47658;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;29772;277;99514,5024;9571,0264;2990,9458;112076,4746
SO47659;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;30039;277;5033,644;480,0966;150,0302;5663,7708
SO47660;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;29672;279;469,794;45,1002;14,0938;528,988
SO47661;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;29565;276;469,794;45,1002;14,0938;528,988
SO47662;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;29734;289;34681,7052;3326,0349;1039,3859;39047,126
SO47663;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;29994;289;73798,9622;7169,5929;2240,4978;83209,0529
SO47664;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;30065;275;41365,4632;3986,6354;1245,8236;46597,9222
SO47665;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;29599;283;40,373;3,2298;1,0093;44,6121
SO47666;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;29580;283;75002,6273;7242,2603;2263,2063;84508,0939
SO47667;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;29771;276;2024,5486;195,9683;61,2401;2281,757
SO47668;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;29692;289;44166,0665;4234,1156;1323,1611;49723,3432
SO47669;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;29778;282;9304,4953;896,3694;280,1154;10480,9801
SO47670;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;29614;289;77480,9635;7463,2019;2332,2506;87276,416
SO47671;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;29867;274;40,373;3,2298;1,0093;44,6121
SO47672;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;29890;283;70,6445;6,1225;1,9133;78,6803
SO47673;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;30067;289;30842,6667;2971,1831;928,4947;34742,3445
SO47674;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;29973;275;7719,321;741,5951;231,7485;8692,6646
SO47675;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;29844;275;47948,7516;4595,2331;1436,0103;53979,995
SO47676;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;29605;274;29482,0603;2837,3044;886,6576;33206,0223
SO47677;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;29744;276;41679,2782;3995,2714;1248,5223;46923,0719
SO47678;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;29613;290;6919,2582;657,0438;205,3262;7781,6282
SO47679;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;30114;290;348,7055;33,0699;10,3343;392,1097
SO47680;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;29909;290;29157,5473;2791,0262;872,1957;32820,7692
SO47681;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;30075;279;28874,4471;2761,2502;862,8907;32498,588
SO47682;2012-09-11 00:00:00.000;2012-09-06 00:00:00.000;0;29604;279;264,711;25,2976;7,9055;297,9141
